entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
1789,1998,effects of habitat complexity on macroinvertebrate colonization of artificial substrates in north temperate lakes,6603655412,otis k,Otis,Keith J.,K.J.,60018939,Wisconsin Department Natural Resources,Madison,United States
1789,1998,effects of habitat complexity on macroinvertebrate colonization of artificial substrates in north temperate lakes,6507185242,piette r,Piette,Randal R.,R.R.,60018939,Wisconsin Department Natural Resources,Madison,United States
1790,1998,growth of crustacean meiofauna in a forested floodplain swamp: implications for biomass turnover,7410020810,anderson d,Anderson,David H.,D.H.,60025371,The University of Alabama,Tuscaloosa,United States
1790,1998,growth of crustacean meiofauna in a forested floodplain swamp: implications for biomass turnover,6504512892,darring s,Darring,Stephen,S.,60025371,The University of Alabama,Tuscaloosa,United States
1790,1998,growth of crustacean meiofauna in a forested floodplain swamp: implications for biomass turnover,7003889161,benke a,Benke,Arthur C.,A.C.,60025371,The University of Alabama,Tuscaloosa,United States
1791,1998,nonlethal evaluation of the physiological health of unionid mussels: method for biopsy and glycogen analysis,6602671911,naimo t,Naimo,Teresa J.,T.J.,60019045,USGS National Wildlife Health Center,Madison,United States
1791,1998,nonlethal evaluation of the physiological health of unionid mussels: method for biopsy and glycogen analysis,6508365009,damschen e,Damschen,Erika D.,E.D.,60019045,USGS National Wildlife Health Center,Madison,United States
1791,1998,nonlethal evaluation of the physiological health of unionid mussels: method for biopsy and glycogen analysis,7006300785,rada r,Rada,Ronald G.,R.G.,60021023,University of Wisconsin-La Crosse,La Crosse,United States
1791,1998,nonlethal evaluation of the physiological health of unionid mussels: method for biopsy and glycogen analysis,7005934494,monroe e,Monroe,Emy M.,E.M.,60019045,USGS National Wildlife Health Center,Madison,United States
1792,1998,effect of leaf litter exclusion on microbial enzyme activity associated with wood biofilms in streams,7004885835,tank j,Tank,Jennifer L.,J.L.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1792,1998,effect of leaf litter exclusion on microbial enzyme activity associated with wood biofilms in streams,7402197340,webster j,Webster,J. R.,J.R.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1792,1998,effect of leaf litter exclusion on microbial enzyme activity associated with wood biofilms in streams,6701499647,benfield e,Benfield,E. F.,E.F.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1792,1998,effect of leaf litter exclusion on microbial enzyme activity associated with wood biofilms in streams,7003843878,sinsabaugh r,Sinsabaugh,Robert L.,R.L.,60021624,The University of Toledo,Toledo,United States
1793,1998,effects of low dissolved oxygen on juvenile elliptio complanata (bivalvia:unionidae),7006402319,sparks b,Sparks,Beth L.,B.L.,60017474,Institute of Ecosystem Studies,Millbrook,United States
1793,1998,effects of low dissolved oxygen on juvenile elliptio complanata (bivalvia:unionidae),7102332269,strayer d,Strayer,David L.,D.L.,60017474,Institute of Ecosystem Studies,Millbrook,United States
1794,1998,measuring stream shade,7004096180,davies-colley r,Davies-Colley,Robert J.,R.J.,60024594,"National Institute of Water and Atmospheric Research, New Zealand",Auckland,New Zealand
1794,1998,measuring stream shade,7103405216,payne g,Payne,George W.,G.W.,60024594,"National Institute of Water and Atmospheric Research, New Zealand",Auckland,New Zealand
1795,1998,ecology of aquatic bacterial populations: lessons from applied microbiology,7003371282,leff l,Leff,Laura G.,L.G.,60029653,Kent State University,Kent,United States
1795,1998,ecology of aquatic bacterial populations: lessons from applied microbiology,26035975600,lemke m,Lemke,Michael J.,M.J.,60022559,Pace University,New York,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",7202113853,harvey c,Harvey,Chris J.,C.J.,60028402,Ecosystems Center,Woods Hole,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",7401663065,peterson b,Peterson,Bruce J.,B.J.,60028402,Ecosystems Center,Woods Hole,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",7005878944,bowden w,Bowden,W. Breck,W.B.,60027576,University of New Hampshire Durham,Durham,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",7004374587,hershey a,Hershey,Anne E.,A.E.,60009875,University of Minnesota Duluth,Duluth,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",55740675700,miller m,Miller,Michael C.,M.C.,60025152,University of Cincinnati,Cincinnati,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",54790532100,deegan l,Deegan,Linda A.,L.A.,60028402,Ecosystems Center,Woods Hole,United States
1796,1998,"biological responses to fertilization of oksrukuyik creek, a tundra stream",7102678315,finlay j,Finlay,Jacques C.,J.C.,60025038,"University of California, Berkeley",Berkeley,United States
1797,1998,"comparison of epilithic algal and bryophyte metabolism in an arctic tundra stream, alaska",6603443205,arscott d,Arscott,David B.,D.B.,60027576,University of New Hampshire Durham,Durham,United States
1797,1998,"comparison of epilithic algal and bryophyte metabolism in an arctic tundra stream, alaska",7005878944,bowden w,Bowden,William B.,W.B.,60027576,University of New Hampshire Durham,Durham,United States
1797,1998,"comparison of epilithic algal and bryophyte metabolism in an arctic tundra stream, alaska",7102678315,finlay j,Finlay,Jacques C.,J.C.,60025038,"University of California, Berkeley",Berkeley,United States
1798,1998,"ecosystem metabolism, disturbance, and stability in a prealpine gravel bed river",7003743290,uehlinger u,Uehlinger,Urs,U.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
1798,1998,"ecosystem metabolism, disturbance, and stability in a prealpine gravel bed river",6602543048,naegeli m,Naegeli,Markus W.,M.W.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
1799,1998,analysis of transient storage subject to unsteady flow: diel flow variation in an antarctic stream,7003402708,runkel r,Runkel,Robert L.,R.L.,60011347,United States Geological Survey,Reston,United States
1799,1998,analysis of transient storage subject to unsteady flow: diel flow variation in an antarctic stream,7103272759,mcknight d,Mcknight,Diane M.,D.M.,60000221,University of Colorado Boulder,Boulder,United States
1799,1998,analysis of transient storage subject to unsteady flow: diel flow variation in an antarctic stream,7103082763,andrews e,Andrews,Edmund D.,E.D.,60011347,United States Geological Survey,Reston,United States
1800,1998,quantifying mechanisms for zebra mussel effects on benthic macroinvertebrates: organic matter production and shell-generated habitat,7202178772,stewart t,Stewart,Timothy W.,T.W.,60018475,Bowling Green State University,Bowling Green,United States
1800,1998,quantifying mechanisms for zebra mussel effects on benthic macroinvertebrates: organic matter production and shell-generated habitat,7102332285,miner j,Miner,Jeffrey G.,J.G.,60018475,Bowling Green State University,Bowling Green,United States
1800,1998,quantifying mechanisms for zebra mussel effects on benthic macroinvertebrates: organic matter production and shell-generated habitat,7202637936,lowe r,Lowe,Rex L.,R.L.,60018475,Bowling Green State University,Bowling Green,United States
1801,1998,ephemeroptera and the great american interchange,7006495795,mccafferty w,McCafferty,W. P.,W.P.,60009254,Purdue University,West Lafayette,United States
1802,1998,bacterial growth on stream insects: potential for use in bioassessment,7006843459,lemly a,Lemly,A. Dennis,A.D.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1803,1998,uncertainty in the estimation of stream metabolism from open-channel oxygen concentrations,7004940843,mccutchan j,Mccutchan,James H.,J.H.,60000221,University of Colorado Boulder,Boulder,United States
1803,1998,uncertainty in the estimation of stream metabolism from open-channel oxygen concentrations,7202045616,lewis w,Lewis,William M.,W.M.,60000221,University of Colorado Boulder,Boulder,United States
1803,1998,uncertainty in the estimation of stream metabolism from open-channel oxygen concentrations,7402341462,saunders j,Saunders,J. F.,J.F.,60000221,University of Colorado Boulder,Boulder,United States
1804,1998,"change in groundwater nitrate concentration in a large river floodplain: denitrification, uptake, or mixing?",57204305357,pinay g,Pinay,G.,G.,101514913,Ctr. d'Ecologie Syst. Aquatiques C.,Toulouse,France
1804,1998,"change in groundwater nitrate concentration in a large river floodplain: denitrification, uptake, or mixing?",6506446643,ruffinoni c,Ruffinoni,C.,C.,101514913,Ctr. d'Ecologie Syst. Aquatiques C.,Toulouse,France
1804,1998,"change in groundwater nitrate concentration in a large river floodplain: denitrification, uptake, or mixing?",6603420637,wondzell s,Wondzell,S.,S.,101514913,Ctr. d'Ecologie Syst. Aquatiques C.,Toulouse,France
1804,1998,"change in groundwater nitrate concentration in a large river floodplain: denitrification, uptake, or mixing?",6603103652,gazelle f,Gazelle,F.,F.,101514913,Ctr. d'Ecologie Syst. Aquatiques C.,Toulouse,France
1805,1998,burrowing behavior and biogenic structures of mud-dwelling insects,7005102920,charbonneau p,Charbonneau,Patrick,P.,60029942,Centre Eau Terre Environnement,Quebec,Canada
1805,1998,burrowing behavior and biogenic structures of mud-dwelling insects,7006688527,hare l,Hare,Landis,L.,60029942,Centre Eau Terre Environnement,Quebec,Canada
1806,1998,walking on suckers - new insights into the locomotory behavior of larval net-winged midges (diptera:blephariceridae),7005754632,frutiger a,Frutiger,Andreas,A.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
1807,1998,the dilemma of sampling streams for macroinvertebrate richness,7102217968,larsen d,Larsen,David P.,D.P.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
1807,1998,the dilemma of sampling streams for macroinvertebrate richness,7004304258,herlihy a,Herlihy,Alan T.,A.T.,60013402,Oregon State University,Corvallis,United States
1808,1998,selective predation by muskrats on freshwater mussels in 2 minnesota rivers,57200884166,tyrrell m,Tyrrell,Megan,M.,60028787,Macalester College,Minneapolis,United States
1808,1998,selective predation by muskrats on freshwater mussels in 2 minnesota rivers,6603789918,hornbach d,Hornbach,Daniel J.,D.J.,60028787,Macalester College,Minneapolis,United States
1809,1998,a method for measuring in situ oxygen consumption rates of freshwater gastropods,6603067336,elderkin c,Elderkin,Curt L.,C.L.,60007313,Illinois Natural History Survey,Champaign,United States
1809,1998,a method for measuring in situ oxygen consumption rates of freshwater gastropods,7402111962,schneider d,Schneider,Daniel W.,D.W.,60007313,Illinois Natural History Survey,Champaign,United States
1809,1998,a method for measuring in situ oxygen consumption rates of freshwater gastropods,7004014628,stoeckel j,Stoeckel,James A.,J.A.,60007313,Illinois Natural History Survey,Champaign,United States
1809,1998,a method for measuring in situ oxygen consumption rates of freshwater gastropods,7005088700,padilla d,Padilla,Dianna K.,D.K.,60032179,University of Wisconsin-Madison,Madison,United States
1810,1998,causal inference in environmental impact studies,6602144335,beyers d,Beyers,Daniel W.,D.W.,60093250,Warner College of Natural Resources,Fort Collins,United States
1811,1998,"contribution of marine-derived organic matter to an atlantic coast, freshwater, tidal stream by anadromous clupeid fishes",6701319544,garman g,Garman,Greg C.,G.C.,60002476,Virginia Commonwealth University,Richmond,United States
1811,1998,"contribution of marine-derived organic matter to an atlantic coast, freshwater, tidal stream by anadromous clupeid fishes",35554143000,macko s,Macko,Stephen A.,S.A.,60021918,University of Virginia,Charlottesville,United States
1812,1998,"chironomid deformities, benthic community composition, and trace elements in the buffalo river (new york) area of concern",6602853895,diggins t,Diggins,Thomas P.,T.P.,60032083,"University at Buffalo, The State University of New York",Buffalo,United States
1812,1998,"chironomid deformities, benthic community composition, and trace elements in the buffalo river (new york) area of concern",7202778481,stewart k,Stewart,Kenton M.,K.M.,60032083,"University at Buffalo, The State University of New York",Buffalo,United States
1813,1998,rapid biological assessments: how many animals are enough?,7006098770,somers k,Somers,Keith M.,K.M.,60009800,Ontario Ministry of the Environment,Toronto,Canada
1813,1998,rapid biological assessments: how many animals are enough?,7401757568,reid r,Reid,Ron A.,R.A.,60009800,Ontario Ministry of the Environment,Toronto,Canada
1813,1998,rapid biological assessments: how many animals are enough?,7202343011,david s,David,Sheila M.,S.M.,60016849,University of Toronto,Toronto,Canada
1814,1998,"relationships between invertebrate assemblage structure, 2 trout species, and habitat structure in utah mountain lakes",7102900841,carlisle d,Carlisle,Daren M.,D.M.,60031706,Utah State University,Logan,United States
1814,1998,"relationships between invertebrate assemblage structure, 2 trout species, and habitat structure in utah mountain lakes",7202253959,hawkins c,Hawkins,Charles P.,C.P.,60031706,Utah State University,Logan,United States
1815,1998,"monte carlo simulations of benthic macroinvertebrate populations: estimates using random, stratified, and gradient sampling",7003597932,statzner b,Statzner,Bernhard,B.,60023578,Université Claude Bernard Lyon 1,Villeurbanne,France
1815,1998,"monte carlo simulations of benthic macroinvertebrate populations: estimates using random, stratified, and gradient sampling",7202242607,gore j,Gore,James A.,J.A.,60002880,Columbus State University,Columbus,United States
1815,1998,"monte carlo simulations of benthic macroinvertebrate populations: estimates using random, stratified, and gradient sampling",7005797334,resh v,Resh,Vincent H.,V.H.,60025038,"University of California, Berkeley",Berkeley,United States
1817,1997,inputs of particulate organic matter to streams with different riparian vegetation,10439292800,pozo j,Pozo,J.,J.,60027856,Universidad del Pais Vasco,Leioa,Spain
1817,1997,inputs of particulate organic matter to streams with different riparian vegetation,7402467194,gonzález e,González,E.,E.,60027856,Universidad del Pais Vasco,Leioa,Spain
1817,1997,inputs of particulate organic matter to streams with different riparian vegetation,7201552676,díez j,Díez,J. R.,J.R.,60027856,Universidad del Pais Vasco,Leioa,Spain
1817,1997,inputs of particulate organic matter to streams with different riparian vegetation,6603752250,molinero j,Molinero,J.,J.,60027856,Universidad del Pais Vasco,Leioa,Spain
1817,1997,inputs of particulate organic matter to streams with different riparian vegetation,6602352983,elósegui a,Elósegui,A.,A.,60027856,Universidad del Pais Vasco,Leioa,Spain
1818,1997,"stream organic matter inputs, storage, and export for satellite branch at coweeta hydrologic laboratory, north carolina, usa",7402967143,bruce wallace j,Bruce Wallace,J.,J.,60022612,College of Agricultural and Environmental Sciences Athens Campus,Athens,United States
1818,1997,"stream organic matter inputs, storage, and export for satellite branch at coweeta hydrologic laboratory, north carolina, usa",6602390971,cuffney t,Cuffney,T. F.,T.F.,60022612,College of Agricultural and Environmental Sciences Athens Campus,Athens,United States
1818,1997,"stream organic matter inputs, storage, and export for satellite branch at coweeta hydrologic laboratory, north carolina, usa",7006319220,eggert s,Eggert,S. L.,S.L.,60022612,College of Agricultural and Environmental Sciences Athens Campus,Athens,United States
1818,1997,"stream organic matter inputs, storage, and export for satellite branch at coweeta hydrologic laboratory, north carolina, usa",6701814252,whiles m,Whiles,M. R.,M.R.,60022612,College of Agricultural and Environmental Sciences Athens Campus,Athens,United States
1819,1997,relationship between chemical characteristics of autumn-shed leaves and aquatic processing rates,6602121206,ostrofsky m,Ostrofsky,M. L.,M.L.,60012650,Allegheny College,Meadville,United States
1820,1997,pre- and post-flood retention efficiency of nitrogen in a sonoran desert stream,7005623491,martí e,Martí,Eugènia,E.,60003892,Arizona State University,Tempe,United States
1820,1997,pre- and post-flood retention efficiency of nitrogen in a sonoran desert stream,7003929642,grimm n,Grimm,Nancy B.,N.B.,60003892,Arizona State University,Tempe,United States
1820,1997,pre- and post-flood retention efficiency of nitrogen in a sonoran desert stream,7401755517,fisher s,Fisher,Stuart G.,S.G.,60003892,Arizona State University,Tempe,United States
1821,1997,training reduces observer variability in visual-based assessments of stream habitat,6601919383,hannaford m,Hannaford,Morgan J.,M.J.,60025038,"University of California, Berkeley",Berkeley,United States
1821,1997,training reduces observer variability in visual-based assessments of stream habitat,7005949697,barbour m,Barbour,Michael T.,M.T.,60076593,"Tetra Tech, Inc.",Pasadena,United States
1821,1997,training reduces observer variability in visual-based assessments of stream habitat,7005797334,resh v,Resh,Vincent H.,V.H.,60025038,"University of California, Berkeley",Berkeley,United States
1822,1997,"channel morphology, water temperature, and assemblage structure of stream insects",7202253959,hawkins c,Hawkins,Charles P.,C.P.,60031706,Utah State University,Logan,United States
1822,1997,"channel morphology, water temperature, and assemblage structure of stream insects",7004509955,hogue j,Hogue,James N.,J.N.,60031706,Utah State University,Logan,United States
1822,1997,"channel morphology, water temperature, and assemblage structure of stream insects",16240908900,decker l,Decker,Lynn M.,L.M.,60003342,USDA Forest Service,"Washington, D.C.",United States
1822,1997,"channel morphology, water temperature, and assemblage structure of stream insects",6701788615,feminella j,Feminella,Jack W.,J.W.,60031706,Utah State University,Logan,United States
1823,1997,ecological properties of charophytes in a large subtropical lake,7005277653,steinman a,Steinman,Alan D.,A.D.,60011054,South Florida Water Management District,West Palm Beach,United States
1823,1997,ecological properties of charophytes in a large subtropical lake,7006424084,meeker r,Meeker,Richard H.,R.H.,60011054,South Florida Water Management District,West Palm Beach,United States
1823,1997,ecological properties of charophytes in a large subtropical lake,6602233893,rodusky a,Rodusky,Andrew J.,A.J.,60011054,South Florida Water Management District,West Palm Beach,United States
1823,1997,ecological properties of charophytes in a large subtropical lake,7402806921,davis w,Davis,William P.,W.P.,60011054,South Florida Water Management District,West Palm Beach,United States
1823,1997,ecological properties of charophytes in a large subtropical lake,30467686800,hwang s,Hwang,Soon Jin,S.J.,60011054,South Florida Water Management District,West Palm Beach,United States
1824,1997,the reference condition: a comparison of multimetric and multivariate approaches to assess water-quality impairment using benthic macroinvertebrates,7004169579,reynoldson t,Reynoldson,T. B.,T.B.,60000673,Environment Canada,Gatineau,Canada
1824,1997,the reference condition: a comparison of multimetric and multivariate approaches to assess water-quality impairment using benthic macroinvertebrates,7201604969,norris r,Norris,R. H.,R.H.,60022193,University of Canberra,Canberra,Australia
1824,1997,the reference condition: a comparison of multimetric and multivariate approaches to assess water-quality impairment using benthic macroinvertebrates,7005797334,resh v,Resh,V. H.,V.H.,60025038,"University of California, Berkeley",Berkeley,United States
1824,1997,the reference condition: a comparison of multimetric and multivariate approaches to assess water-quality impairment using benthic macroinvertebrates,7102748032,day k,Day,K. E.,K.E.,60000673,Environment Canada,Gatineau,Canada
1824,1997,the reference condition: a comparison of multimetric and multivariate approaches to assess water-quality impairment using benthic macroinvertebrates,35552392300,rosenberg d,Rosenberg,D. M.,D.M.,60007098,"Freshwater Institute, Fisheries and Oceans Canada",Winnipeg,Canada
1825,1997,species assemblages of larval black flies (diptera:simuliidae): random or predictable?,7004584490,mccreadie j,Mccreadie,John W.,J.W.,60026610,Clemson University,Clemson,United States
1825,1997,species assemblages of larval black flies (diptera:simuliidae): random or predictable?,35568046800,adler p,Adler,Peter H.,P.H.,60026610,Clemson University,Clemson,United States
1825,1997,species assemblages of larval black flies (diptera:simuliidae): random or predictable?,7402669974,burger j,Burger,John F.,J.F.,60027576,University of New Hampshire Durham,Durham,United States
1826,1997,dissolved organic matter as food for black fly larvae (diptera:simuliidae),7004373125,ciborowski j,Ciborowski,Jan J.H.,J.J.H.,60012468,University of Windsor,Windsor,Canada
1826,1997,dissolved organic matter as food for black fly larvae (diptera:simuliidae),57210550889,craig d,Craig,Douglas A.,D.A.,60030835,University of Alberta,Edmonton,Canada
1826,1997,dissolved organic matter as food for black fly larvae (diptera:simuliidae),7004985051,fry k,Fry,Kenneth M.,K.M.,60017116,Alberta Research Council,Edmonton,Canada
1827,1997,inorganic nitrogen regimes in an alabama wetland,7103284815,stanley e,Stanley,Emily H.,E.H.,60025371,The University of Alabama,Tuscaloosa,United States
1827,1997,inorganic nitrogen regimes in an alabama wetland,7402091014,ward a,Ward,Amelia K.,A.K.,60025371,The University of Alabama,Tuscaloosa,United States
1828,1997,contribution of the hyporheic zone to ecosystem metabolism in a prealpine gravel-bed river,6602543048,naegeli m,Naegeli,Markus W.,M.W.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
1828,1997,contribution of the hyporheic zone to ecosystem metabolism in a prealpine gravel-bed river,7003743290,uehlinger u,Uehlinger,Urs,U.,60002612,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Dubendorf,Switzerland
1829,1997,empirical models predicting population abundance and productivity in lotic systems,7101939885,morin a,Morin,Antoine,A.,60028897,University of Ottawa,Ottawa,Canada
1830,1997,scale-dependent determinants and consequences of benthic algal heterogeneity,16309289900,stevenson r,Stevenson,R. Jan,R.J.,60020633,University of Louisville,Louisville,United States
1831,1997,"creativity, idea generation, and the functional morphology of streams",7401755517,fisher s,Fisher,Stuart G.,S.G.,60003892,Arizona State University,Tempe,United States
1832,1997,"organic matter dynamics in sycamore creek, a desert stream in arizona, usa",7406481808,jones j,Jones,Jeremy B.,J.B.,60003892,Arizona State University,Tempe,United States
1832,1997,"organic matter dynamics in sycamore creek, a desert stream in arizona, usa",7007162059,schade j,Schade,John D.,J.D.,60003892,Arizona State University,Tempe,United States
1832,1997,"organic matter dynamics in sycamore creek, a desert stream in arizona, usa",7401755517,fisher s,Fisher,Stuart G.,S.G.,60003892,Arizona State University,Tempe,United States
1832,1997,"organic matter dynamics in sycamore creek, a desert stream in arizona, usa",7003929642,grimm n,Grimm,Nancy B.,N.B.,60003892,Arizona State University,Tempe,United States
1833,1997,resource thresholds and stream ecosystem sustainability,16309289900,stevenson r,Stevenson,R. Jan,R.J.,60020633,University of Louisville,Louisville,United States
1834,1997,inoculative freezing and the problem of winter survival for freshwater macroinvertebrates,6602215200,frisbie m,Frisbie,Malcolm Pratt,M.P.,60017470,Eastern Kentucky University,Richmond,United States
1834,1997,inoculative freezing and the problem of winter survival for freshwater macroinvertebrates,26643235000,lee r,Lee,Richard E.,R.E.,60032706,Miami University,Oxford,United States
1835,1997,"larval dynamics of a riverine metapopulation: implications for zebra mussel recruitment, dispersal, and control in a large-river system",7004014628,stoeckel j,Stoeckel,James A.,J.A.,60007313,Illinois Natural History Survey,Champaign,United States
1835,1997,"larval dynamics of a riverine metapopulation: implications for zebra mussel recruitment, dispersal, and control in a large-river system",7402111962,schneider d,Schneider,Daniel W.,D.W.,60007313,Illinois Natural History Survey,Champaign,United States
1835,1997,"larval dynamics of a riverine metapopulation: implications for zebra mussel recruitment, dispersal, and control in a large-river system",7801524393,soeken l,Soeken,Lori A.,L.A.,60007313,Illinois Natural History Survey,Champaign,United States
1835,1997,"larval dynamics of a riverine metapopulation: implications for zebra mussel recruitment, dispersal, and control in a large-river system",6506425567,blodgett k,Blodgett,K. Douglas,K.D.,60007313,Illinois Natural History Survey,Champaign,United States
1835,1997,"larval dynamics of a riverine metapopulation: implications for zebra mussel recruitment, dispersal, and control in a large-river system",7202344637,sparks r,Sparks,Richard E.,R.E.,60007313,Illinois Natural History Survey,Champaign,United States
1837,1997,sampling aquatic invertebrates from marshes: evaluating the options,16220702300,turner a,Turner,Andrew M.,A.M.,60015206,Florida International University,Miami,United States
1837,1997,sampling aquatic invertebrates from marshes: evaluating the options,7005437570,trexler j,Trexler,Joel C.,J.C.,60015206,Florida International University,Miami,United States
1838,1997,hydraulic habitat and the assemblage structure of stream benthic microcrustacea,7403042257,robertson a,Robertson,Anne L.,A.L.,60026761,University of Roehampton,London,United Kingdom
1838,1997,hydraulic habitat and the assemblage structure of stream benthic microcrustacea,7202337136,lancaster j,Lancaster,Jill,J.,60027272,The University of Edinburgh,Edinburgh,United Kingdom
1838,1997,hydraulic habitat and the assemblage structure of stream benthic microcrustacea,6602160545,belyea l,Belyea,Lisa R.,L.R.,60022175,Durham University,Durham,United Kingdom
1838,1997,hydraulic habitat and the assemblage structure of stream benthic microcrustacea,7003604146,hildrew a,Hildrew,Alan G.,A.G.,60022109,Queen Mary University of London,London,United Kingdom
1839,1997,physical and biological linkages within a stream geomorphic hierarchy: a modeling approach,7005090335,d'angelo d,D'Angelo,Donna J.,D.J.,60029747,University of Georgia,Athens,United States
1839,1997,physical and biological linkages within a stream geomorphic hierarchy: a modeling approach,7201489503,gregory s,Gregory,Stanley V.,S.V.,60013402,Oregon State University,Corvallis,United States
1839,1997,physical and biological linkages within a stream geomorphic hierarchy: a modeling approach,6602258092,ashkenas l,Ashkenas,Linda R.,L.R.,60013402,Oregon State University,Corvallis,United States
1839,1997,physical and biological linkages within a stream geomorphic hierarchy: a modeling approach,7406102925,meyer j,Meyer,Judy L.,J.L.,60029747,University of Georgia,Athens,United States
1840,1997,organic matter budgets for streams: a synthesis,7402197340,webster j,Webster,J. R.,J.R.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
1840,1997,organic matter budgets for streams: a synthesis,7406102925,meyer j,Meyer,Judy L.,J.L.,60029747,University of Georgia,Athens,United States
1841,1997,dissolved organic matter concentration and flux in streams,57209227744,mulholland p,Mulholland,Patrick J.,P.J.,60003029,ORNL Environmental Sciences Division,Oak Ridge,United States
1842,1997,"organic matter dynamics in keppel creek, southeastern australia",57201072176,treadwell s,Treadwell,Simon A.,S.A.,60019578,Monash University,Melbourne,Australia
1842,1997,"organic matter dynamics in keppel creek, southeastern australia",7401749102,campbell i,Campbell,Ian C.,I.C.,60019578,Monash University,Melbourne,Australia
1842,1997,"organic matter dynamics in keppel creek, southeastern australia",7403978568,edwards r,Edwards,Rick T.,R.T.,60015481,University of Washington,Seattle,United States
1843,1997,exploring how disturbance is transmitted upstream: going against the flow,7004950358,pringle c,Pringle,Catherine M.,C.M.,60029747,University of Georgia,Athens,United States
1844,1997,information length: spatial and temporal parameters among stream bacterial assemblages,7201647118,mcarthur j,McArthur,J. Vaun,J.V.,60009225,Savannah River Ecology Laboratory,Aiken,United States
1844,1997,information length: spatial and temporal parameters among stream bacterial assemblages,6506365990,tuckfield r,Tuckfield,R. Cary,R.C.,60006722,Washington Savannah River Company LLC,Aiken,United States
1845,1997,dispersal and recruitment in streams: evidence from genetic studies,7007032760,bunn s,Bunn,Stuart E.,S.E.,60032987,Griffith University,Brisbane,Australia
1845,1997,dispersal and recruitment in streams: evidence from genetic studies,7404719123,hughes j,Hughes,Jane M.,J.M.,60032987,Griffith University,Brisbane,Australia
1846,1997,ecological heterogeneity in streams: why variance matters,7401917107,palmer m,Palmer,Margaret A.,M.A.,60020304,"University of Maryland, College Park",College Park,United States
1846,1997,ecological heterogeneity in streams: why variance matters,6602583222,hakenkamp c,Hakenkamp,Christine C.,C.C.,60020304,"University of Maryland, College Park",College Park,United States
1846,1997,ecological heterogeneity in streams: why variance matters,6507219618,nelson-baker k,Nelson-Baker,Kären,K.,60020304,"University of Maryland, College Park",College Park,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",7202113853,harvey c,Harvey,Chris J.,C.J.,60028402,Ecosystems Center,Woods Hole,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",7401663065,peterson b,Peterson,Bruce J.,B.J.,60028402,Ecosystems Center,Woods Hole,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",7005878944,bowden w,Bowden,W. Breck,W.B.,60027576,University of New Hampshire Durham,Durham,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",54790532100,deegan l,Deegan,Linda A.,L.A.,60028402,Ecosystems Center,Woods Hole,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",7102678315,finlay j,Finlay,Jacques C.,J.C.,60025038,"University of California, Berkeley",Berkeley,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",7004374587,hershey a,Hershey,Anne E.,A.E.,60009875,University of Minnesota Duluth,Duluth,United States
1847,1997,"organic matter dynamics in the kuparuk river, a tundra river in alaska, usa",55740675700,miller m,Miller,Michael C.,M.C.,60025152,University of Cincinnati,Cincinnati,United States
1848,1997,landscape filters and species traits: towards mechanistic understanding and prediction in stream ecology,6603966446,poff n,Poff,N. Le Roy,N.L.R.,60020304,"University of Maryland, College Park",College Park,United States
1849,1997,habitat modification by tropical fishes: environmental heterogeneity and the variability of interaction strength,6701817402,flecker a,Flecker,Alexander S.,A.S.,60007776,Cornell University,Ithaca,United States
1850,1997,suspended particulate organic matter concentration and export in streams,7003676872,golladay s,Golladay,Stephen W.,S.W.,60007460,Joseph W. Jones Ecological Research Center at Ichauway,Newtown,United States
1851,1997,"benthic organic matter storage in streams: influence of detrital import and export, retention mechanisms, and climate",7406481808,jones j,Jones,Jeremy B.,J.B.,60003029,ORNL Environmental Sciences Division,Oak Ridge,United States
